,cust_number,clear_date,buisness_year,doc_id,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,business_code,name_customer,posting_date,due_in_date,baseline_create_date,cust_payment_terms,avg_delay,Aging Bucket
0,200980828,2019-08-27 07:01:11.625,2019,1929646410,79656.6,0,26,1,2020,10,2,2020,25,1,2020,1,0,U001,SYS systems,2019-07-22 00:00:00.000,2019-08-11 00:00:00.000,2019-07-22 00:00:00.000,NAD1,16.0,16-30
